wave,only_means,message,prevent,condemn,justified,mate_compete,job_compete,life_satisfaction,excess_males,age,age_group,gender,state,citizenship,marital,religion,eduyrs,occupation,income,household_size,self_econ,distance_ref,settle_ref,left_right,afd,muslim_att,afd_att,contact_att,list,treatment_list,outcome_list,ref_integrating,ref_citizenship,ref_reduce,ref_moredone,ref_cultgiveup,ref_economy,ref_crime,ref_terror,ref_loc_services,ref_loc_economy,ref_loc_crime,ref_loc_culture,ref_loc_islam,ref_loc_schools,ref_loc_housing,ref_loc_wayoflife
2,1,1,1,1,1,NA,NA,NA,1.122945830797322,44,40-49,Female,Niedersachsen,1,"Single, without partner",Protestant,17,Self-employed / freelancer,"500 to below 1,000 <80>",1,5,11-20 kilometers,1 <96> 49,3,0,0.375,0,0,2,NA,NA,3,3,2,3,4,1,2,3,3,3,2,1,2,3,4,3
4,1,1,1,1,1,1,1,8,1.122945830797322,30,18-29,Female,Niedersachsen,1,"Single, without partner",Roman Catholic,20,Employee in low / medium position,"1,500 to below 2,000 <80>",1,7,6-10 kilometers,50 <96> 249,5,0,0.125,0,0,NA,NA,NA,2,2,3,1,2,2,1,1,2,2,1,2,2,3,3,2
2,1,1,1,2,1,NA,NA,NA,1.122945830797322,43,40-49,Male,Niedersachsen,1,Married,Protestant,13,Employee in high position,"2,000 to below 2,500 <80>",3,4,6-10 kilometers,50 <96> 249,6,30,1,0.6666666666666666,0.3333333333333333,2,NA,NA,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3
2,1,2,1,1,2,NA,NA,NA,1.122945830797322,36,30-39,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",22,Self-employed / freelancer,"1,500 to below 2,000 <80>",1,8,3-5 kilometers,250 <96> 499,2,56,0.5,1,0.3333333333333333,2,NA,NA,4,3,4,2,4,3,4,4,4,3,4,2,4,4,1,3
2,3,3,1,3,2,NA,NA,NA,1.318087318087318,66,60 and older,Female,Niedersachsen,1,Married,"Christian, but not close to a particular religious community",15,Retired,No answer,2,8,21-50 kilometers,50 <96> 249,6,42,1,1,0.5,1,Scenario 1,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4
2,4,4,3,3,3,NA,NA,NA,1.318087318087318,38,30-39,Male,Niedersachsen,1,Married,No answer,12,Unemployed / seeking work,No answer,3,4,More than 50 kilometer,1000 and more,8,50,1,1,0.3333333333333333,1,Scenario 1,2,4,3,4,4,3,3,4,4,4,4,4,4,3,4,4,1
4,1,1,1,2,1,3,2,8,1.0442508710801397,27,18-29,Male,Niedersachsen,1,Married,Protestant,17,Employee in high position,"3,500 to below 4,000 <80>",3,7,11-20 kilometers,1 <96> 49,3,0,0.5,0,0,NA,NA,NA,3,2,3,2,3,2,2,4,2,3,2,3,2,2,2,3
4,2,1,1,1,1,2,3,4,1.062700495771362,50,40-49,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",12,Unskilled worker,"500 to below 1,000 <80>",1,1,21-50 kilometers,250 <96> 499,4,0,0.625,0.3333333333333333,0,NA,NA,NA,2,2,3,3,2,2,3,3,2,2,2,3,4,3,3,3
2,2,1,2,1,1,NA,NA,NA,1.062700495771362,50,40-49,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",10,Skilled worker,"500 to below 1,000 <80>",1,6,21-50 kilometers,250 <96> 499,5,0,0.625,0.3333333333333333,0,2,NA,NA,3,2,4,3,2,2,2,3,3,3,3,2,3,2,3,3
4,2,1,1,1,1,2,2,3,1.0714478296036667,36,30-39,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",15,Unemployed / seeking work,below 500 <80>,1,2,Less than 3 kilometer,250 <96> 499,4,1,0.375,0.6666666666666666,0,NA,NA,NA,2,2,2,2,2,1,4,4,4,2,4,2,2,4,3,2
2,1,1,1,3,1,NA,NA,NA,1.0714478296036667,19,18-29,Female,Niedersachsen,1,"Single, without partner",Protestant,11,"In schooling / vocational training, student",below 500 <80>,5,7,6-10 kilometers,50 <96> 249,6,0,0.5,1,0,2,NA,NA,2,2,2,3,2,2,3,3,3,2,2,2,3,2,3,3
4,3,3,3,4,3,2,4,6,1.1468027619333534,59,50-59,Female,Niedersachsen,0,Widowed,"No, I don't feel close to any religion",20,Employee in low / medium position,"1,000 to below 1,500 <80>",1,6,3-5 kilometers,50 <96> 249,7,71,0.875,1,0.6666666666666666,NA,NA,NA,3,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4
2,1,1,1,1,2,NA,NA,NA,1.0760626398210291,60,50-59,Female,Niedersachsen,1,Married,Protestant,13,Employee in low / medium position,"2,000 to below 2,500 <80>",2,7,More than 50 kilometer,50 <96> 249,4,0,0.25,0,0.5,2,NA,NA,3,2,2,2,3,2,2,1,3,2,2,2,2,4,3,2
4,2,1,1,1,1,1,2,8,1.050420168067227,69,60 and older,Female,Niedersachsen,1,Married,Protestant,15,Retired,"4,500 to below 5,000 <80>",2,6,11-20 kilometers,There are no refugees in my town,4,4,0.875,0,0,NA,NA,NA,3,1,2,2,3,2,1,2,3,3,2,2,1,3,3,2
4,2,2,3,3,2,1,3,4,1.040098704503393,25,18-29,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",12,Employee in low / medium position,"500 to below 1,000 <80>",3,4,Less than 3 kilometer,1000 and more,4,6,0.5,0.3333333333333333,0.6666666666666666,NA,NA,NA,3,2,3,3,3,3,3,3,2,2,3,3,2,2,2,3
4,2,2,2,3,2,2,2,5,1.040098704503393,28,18-29,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",19,Unemployed / seeking work,No answer,3,5,3-5 kilometers,50 <96> 249,4,0,0.375,0.3333333333333333,0,NA,NA,NA,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,1,3,3,3,3,NA,NA,NA,1.040098704503393,20,18-29,Female,Niedersachsen,1,"With partner, not living together","No, I don't feel close to any religion",12,"In schooling / vocational training, student","500 to below 1,000 <80>",2,3,Less than 3 kilometer,500 <96> 999,3,0,1,0.3333333333333333,0.6666666666666666,2,NA,NA,3,4,3,4,3,4,2,4,2,4,3,4,4,2,4,4
2,2,1,3,2,3,NA,NA,NA,1.040098704503393,52,50-59,Male,Niedersachsen,1,"With partner, living together","No, I don't feel close to any religion",12,Skilled worker,"2,000 to below 2,500 <80>",2,4,Less than 3 kilometer,50 <96> 249,7,100,0.875,1,0.3333333333333333,1,Scenario 1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
4,1,1,1,2,2,2,2,7,1.005730659025788,63,60 and older,Female,Niedersachsen,1,Divorced / separated,"No, I don't feel close to any religion",14,Retired,"500 to below 1,000 <80>",1,3,Less than 3 kilometer,1 <96> 49,3,0,0.25,0.3333333333333333,0,NA,NA,NA,2,2,3,2,2,2,2,3,2,3,2,1,3,4,2,2
2,3,3,2,3,4,NA,NA,NA,1.0520231213872833,24,18-29,Female,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",16,"In schooling / vocational training, student",No answer,3,5,Less than 3 kilometer,500 <96> 999,5,39,0.75,1,0.5,2,NA,NA,4,3,4,4,3,4,3,4,1,2,1,4,1,3,1,1
4,2,2,3,2,3,3,3,6,1.068771547813464,23,18-29,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",13,Employee in low / medium position,"1,000 to below 1,500 <80>",1,5,Don't know,50 <96> 249,4,2,0.625,0,0.3333333333333333,NA,NA,NA,2,3,3,2,3,3,2,2,2,2,2,2,3,1,3,2
4,1,1,1,1,1,1,2,8,1.068771547813464,30,18-29,Female,Niedersachsen,1,Married,Protestant,18,Senior civil servant <96> highest level,"4,000 to below 4,500 <80>",2,6,Don't know,50 <96> 249,4,0,0.375,0.3333333333333333,0.3333333333333333,NA,NA,NA,2,3,3,3,3,3,2,2,3,3,1,3,2,4,3,2
2,1,1,1,1,1,NA,NA,NA,1.068771547813464,30,18-29,Female,Niedersachsen,1,"With partner, living together",Protestant,18,Senior civil servant <96> highest level,"4,000 to below 4,500 <80>",2,7,21-50 kilometers,250 <96> 499,3,0,0.25,0.3333333333333333,0.3333333333333333,2,NA,NA,2,3,3,3,2,2,2,2,4,3,3,2,2,4,2,3
2,NA,1,1,1,1,NA,NA,NA,1.0224989955805543,49,40-49,Male,Niedersachsen,1,Married,"No, I don't feel close to any religion",6,Skilled worker,"2,000 to below 2,500 <80>",3,6,3-5 kilometers,50 <96> 249,5,0,0.5,0,0.5,1,Scenario 2,2,3,1,2,1,2,2,2,2,3,2,2,1,2,3,2,3
2,2,1,1,4,1,NA,NA,NA,1.0224989955805543,49,40-49,Female,Niedersachsen,1,Married,No answer,13,Employee in low / medium position,No answer,3,4,Less than 3 kilometer,1000 and more,5,0,0.75,0.3333333333333333,0.5,2,NA,NA,2,3,3,3,2,3,3,2,3,3,3,3,2,3,2,2
2,NA,3,2,2,2,NA,NA,NA,1.0815024805102764,30,18-29,Female,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",11,Employee in low / medium position,"1,500 to below 2,000 <80>",1,5,Don't know,1 <96> 49,5,0,0.875,0,0,1,Scenario 2,2,4,2,3,4,3,3,3,3,3,3,3,2,3,3,3,3
2,NA,2,2,2,1,NA,NA,NA,1.0043478260869565,55,50-59,Female,Niedersachsen,1,Married,"No, I don't feel close to any religion",16,Employee in high position,"2,000 to below 2,500 <80>",3,5,3-5 kilometers,1 <96> 49,5,20,0.875,1,0.6666666666666666,1,Scenario 2,3,3,3,3,4,3,3,3,3,2,3,3,3,2,3,3,1
4,2,1,1,4,1,2,2,6,1.0612746982394097,52,50-59,Female,Niedersachsen,1,"With partner, living together",Protestant,12,Homemaker,"2,000 to below 2,500 <80>",2,6,Less than 3 kilometer,1000 and more,7,0,0.625,0.3333333333333333,0.16666666666666666,NA,NA,NA,3,4,4,3,2,3,3,3,3,3,3,3,1,4,4,3
2,NA,1,1,1,1,NA,NA,NA,1.0612746982394097,44,40-49,Male,Niedersachsen,1,"With partner, living together",Protestant,23,Employee in high position,"5,000 or more <80>",4,7,3-5 kilometers,500 <96> 999,4,0,0.75,0,0.8333333333333334,1,Scenario 2,2,4,4,1,1,4,1,1,1,1,2,1,4,1,4,4,1
2,1,1,1,1,1,NA,NA,NA,1.0612746982394097,29,18-29,Female,Niedersachsen,1,"With partner, living together",Roman Catholic,18,"In schooling / vocational training, student","500 to below 1,000 <80>",2,1,6-10 kilometers,1 <96> 49,4,0,0,0,0,2,NA,NA,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1
2,1,1,1,1,1,NA,NA,NA,1.0612746982394097,19,18-29,Female,Niedersachsen,1,"Single, without partner",Eastern Orthodox,12,"In schooling / vocational training, student","1,500 to below 2,000 <80>",5,5,11-20 kilometers,500 <96> 999,5,0,0.875,0,0.8333333333333334,2,NA,NA,4,4,4,4,4,2,2,4,3,2,3,3,3,4,4,3
2,2,3,3,2,3,NA,NA,NA,1.0853976531942633,25,18-29,Female,Niedersachsen,1,Married,"No, I don't feel close to any religion",10,Employee in low / medium position,below 500 <80>,3,5,Don't know,50 <96> 249,5,0,0.875,0,0,2,NA,NA,4,4,4,4,4,4,4,4,3,2,3,2,3,3,3,3
4,1,1,1,2,1,1,1,9,1.0853976531942633,54,50-59,Male,Niedersachsen,1,Divorced / separated,"No, I don't feel close to any religion",16,Employee in high position,"2,500 to below 3,000 <80>",1,5,Don't know,250 <96> 499,3,0,0.125,0,0.5,NA,NA,NA,2,1,2,1,1,1,1,1,3,2,2,2,2,4,3,3
4,2,1,1,1,1,1,1,5,1.0853976531942633,33,30-39,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",21,Employee in low / medium position,"1,000 to below 1,500 <80>",1,5,Don't know,250 <96> 499,5,0,0.375,0,0,NA,NA,NA,2,3,2,3,2,2,2,2,2,2,3,2,2,3,4,2
2,2,1,1,1,1,NA,NA,NA,1.0853976531942633,33,30-39,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",21,Employee in low / medium position,"1,000 to below 1,500 <80>",1,7,Don't know,50 <96> 249,5,0,0.375,0,0,2,NA,NA,2,2,3,3,3,2,3,3,3,3,3,2,2,4,4,2
2,1,1,1,1,1,NA,NA,NA,1.0853976531942633,54,50-59,Male,Niedersachsen,1,Registered partnership,"No, I don't feel close to any religion",16,Employee in low / medium position,"2,500 to below 3,000 <80>",2,7,Don't know,500 <96> 999,2,0,0,0,0.3333333333333333,1,Scenario 1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,3,3,4
4,1,1,1,4,1,2,3,4,1.0853976531942633,22,18-29,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",9,Unskilled worker,"1,000 to below 1,500 <80>",2,5,Don't know,1000 and more,5,0,0.5,0.6666666666666666,0.8333333333333334,NA,NA,NA,4,3,3,2,4,2,1,4,4,3,3,3,2,4,1,3
2,NA,2,2,2,1,NA,NA,NA,1.0853976531942633,65,60 and older,Female,Niedersachsen,1,Married,Protestant,17,Homemaker,"3,500 to below 4,000 <80>",2,6,Less than 3 kilometer,50 <96> 249,4,40,0.375,0.6666666666666666,0.3333333333333333,1,Scenario 2,2,2,2,3,2,3,3,3,2,3,2,2,3,3,3,2,3
4,2,1,1,2,1,1,1,7,1.0853976531942633,65,60 and older,Female,Niedersachsen,1,Married,Protestant,17,Homemaker,"3,500 to below 4,000 <80>",2,6,Less than 3 kilometer,500 <96> 999,5,0,0.5,0,0.3333333333333333,NA,NA,NA,3,1,3,3,3,3,4,4,3,3,3,2,1,3,2,3
4,4,3,3,3,3,2,2,5,0.9520438860378694,29,18-29,Male,Niedersachsen,1,"Single, without partner",No answer,15,Employee in low / medium position,"1,500 to below 2,000 <80>",1,6,Don't know,250 <96> 499,5,0,0.625,0.6666666666666666,0,NA,NA,NA,3,2,3,1,3,2,2,1,2,4,3,4,1,3,3,2
4,2,1,1,2,1,1,2,7,0.9520438860378694,46,40-49,Male,Niedersachsen,1,"With partner, not living together","Christian, but not close to a particular religious community",18,Senior civil servant <96> highest level,"2,500 to below 3,000 <80>",1,6,3-5 kilometers,500 <96> 999,4,0,0.875,0,0.8333333333333334,NA,NA,NA,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,6,0.9520438860378694,27,18-29,Female,Niedersachsen,1,"With partner, living together",Protestant,20,Senior civil servant,"1,000 to below 1,500 <80>",2,8,Less than 3 kilometer,500 <96> 999,2,0,0,0,0.5,NA,NA,NA,2,2,2,1,1,2,1,1,2,2,1,1,1,3,1,3
4,1,1,1,2,2,1,3,2,0.9520438860378694,58,50-59,Male,Niedersachsen,1,"Single, without partner",Protestant,10,Employee in low / medium position,"1,000 to below 1,500 <80>",1,4,Less than 3 kilometer,1000 and more,2,0,0.5,0.6666666666666666,0.16666666666666666,NA,NA,NA,3,2,4,3,2,3,3,2,4,3,3,3,3,3,3,3
2,NA,3,2,1,2,NA,NA,NA,0.9520438860378694,24,18-29,Female,Niedersachsen,0,"With partner, living together",Roman Catholic,NA,"In schooling / vocational training, student","500 to below 1,000 <80>",2,3,Less than 3 kilometer,500 <96> 999,8,0,0.875,0.3333333333333333,0.6666666666666666,1,Scenario 2,2,4,2,4,4,4,4,4,4,4,4,4,1,4,4,4,4
2,1,1,1,1,1,NA,NA,NA,0.9520438860378694,58,50-59,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",11,Employee in low / medium position,"1,000 to below 1,500 <80>",1,4,Less than 3 kilometer,500 <96> 999,3,2,0.5,0.3333333333333333,0.3333333333333333,1,Scenario 1,2,3,3,3,2,3,3,3,3,4,3,3,3,3,4,4,3
2,1,1,1,2,1,NA,NA,NA,0.9520438860378694,24,18-29,Female,Niedersachsen,1,"Single, without partner",Muslim,15,"In schooling / vocational training, student",No answer,3,5,3-5 kilometers,50 <96> 249,2,0,0,0,0.3333333333333333,2,NA,NA,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,3
4,1,1,1,2,1,2,2,5,0.9520438860378694,35,30-39,Male,Niedersachsen,1,"Single, without partner",Protestant,15,Unskilled worker,"500 to below 1,000 <80>",1,2,6-10 kilometers,1000 and more,1,0,0.5,0,0,NA,NA,NA,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2
2,NA,2,2,2,2,NA,NA,NA,0.9520438860378694,40,30-39,Female,Niedersachsen,1,"With partner, not living together","No, I don't feel close to any religion",15,Employee in low / medium position,"1,000 to below 1,500 <80>",1,4,Less than 3 kilometer,500 <96> 999,5,11,1,1,0.8333333333333334,1,Scenario 2,2,3,3,4,4,3,3,3,3,3,3,3,3,4,3,4,3
2,1,1,1,2,1,NA,NA,NA,0.9520438860378694,41,40-49,Male,Niedersachsen,1,Married,Protestant,19,Employee in low / medium position,"5,000 or more <80>",7,7,3-5 kilometers,1000 and more,2,1,0,0,0.16666666666666666,2,NA,NA,2,1,1,1,2,3,1,2,2,3,1,2,2,3,3,2
4,1,1,1,1,1,1,2,2,0.9520438860378694,54,50-59,Male,Niedersachsen,1,Registered partnership,Roman Catholic,15,Employee in low / medium position,"3,500 to below 4,000 <80>",2,7,Less than 3 kilometer,1 <96> 49,2,0,0.625,0,0.3333333333333333,NA,NA,NA,2,2,1,1,2,1,1,2,3,2,2,2,3,3,3,2
2,2,1,1,3,1,NA,NA,NA,0.9520438860378694,46,40-49,Male,Niedersachsen,1,"With partner, not living together","Christian, but not close to a particular religious community",16,Senior civil servant <96> highest level,"2,500 to below 3,000 <80>",1,5,3-5 kilometers,500 <96> 999,5,0,0.875,0,0.6666666666666666,1,Scenario 1,2,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,2
2,4,3,2,1,4,NA,NA,NA,0.9520438860378694,29,18-29,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",12,Employee in low / medium position,"2,000 to below 2,500 <80>",3,5,Don't know,1000 and more,5,0,1,1,0.16666666666666666,1,Scenario 1,2,4,3,4,4,2,4,2,4,4,4,4,4,4,4,4,4
2,2,2,2,2,2,NA,NA,NA,0.9520438860378694,71,60 and older,Male,Niedersachsen,1,Married,Roman Catholic,11,Retired,"2,000 to below 2,500 <80>",3,7,Less than 3 kilometer,250 <96> 499,7,0,0.25,0.3333333333333333,0,2,NA,NA,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,2
2,1,1,1,1,1,NA,NA,NA,0.9520438860378694,60,50-59,Male,Niedersachsen,1,Married,"No, I don't feel close to any religion",14,Retired,"1,500 to below 2,000 <80>",2,7,11-20 kilometers,50 <96> 249,3,1,0.125,0,0,2,NA,NA,3,3,3,2,3,2,2,3,3,3,2,2,2,3,3,2
2,1,1,1,1,1,NA,NA,NA,0.9520438860378694,27,18-29,Female,Niedersachsen,1,"With partner, living together",Protestant,19,Employee in low / medium position,"1,500 to below 2,000 <80>",2,7,6-10 kilometers,500 <96> 999,3,0,0.125,0,0.3333333333333333,2,NA,NA,2,1,3,1,3,1,2,2,2,2,2,1,2,3,2,2
2,2,2,2,3,2,NA,NA,NA,0.9857973990417522,28,18-29,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",16,Employee in high position,"1,500 to below 2,000 <80>",1,5,Don't know,250 <96> 499,5,0,0.75,0,0,1,Scenario 1,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
2,2,1,1,4,1,NA,NA,NA,0.9857973990417522,51,50-59,Male,Niedersachsen,1,"With partner, living together",Protestant,13,Self-employed / freelancer,No answer,3,4,6-10 kilometers,1000 and more,9,91,0.75,1,0,1,Scenario 1,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2
2,1,1,1,1,1,NA,NA,NA,0.9857973990417522,44,40-49,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",18,Employee in low / medium position,"1,500 to below 2,000 <80>",1,5,3-5 kilometers,250 <96> 499,2,0,0,0,0,1,Scenario 1,2,2,2,2,1,2,2,3,3,3,2,2,2,2,3,3,3
2,1,1,1,2,1,NA,NA,NA,0.9857973990417522,28,18-29,Female,Niedersachsen,1,Married,Roman Catholic,20,"In schooling / vocational training, student","2,500 to below 3,000 <80>",2,6,6-10 kilometers,50 <96> 249,4,0,0.125,0,0,2,NA,NA,2,2,2,2,2,2,3,2,3,2,2,2,3,4,2,3
4,3,3,2,2,2,3,4,5,0.9857973990417522,54,50-59,Male,Niedersachsen,1,"With partner, living together",Other non-Christian religion,12,Skilled worker,"2,500 to below 3,000 <80>",4,5,Less than 3 kilometer,1000 and more,4,1,0.875,1,0.6666666666666666,NA,NA,NA,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3
2,NA,3,2,2,2,NA,NA,NA,0.9857973990417522,54,50-59,Male,Niedersachsen,1,"With partner, living together",Other non-Christian religion,12,Skilled worker,"2,000 to below 2,500 <80>",4,4,6-10 kilometers,1000 and more,5,0,0.875,1,0.8333333333333334,1,Scenario 2,2,3,3,3,3,2,3,3,3,4,3,4,3,4,4,4,4
4,1,1,1,2,1,1,1,7,0.9857973990417522,44,40-49,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",20,Employee in low / medium position,"1,500 to below 2,000 <80>",1,6,3-5 kilometers,500 <96> 999,2,0,0,0,0,NA,NA,NA,2,2,2,2,3,2,3,2,3,3,2,2,2,3,3,2
4,2,2,2,3,2,3,3,7,0.9857973990417522,75,60 and older,Male,Niedersachsen,1,Married,"No, I don't feel close to any religion",14,Retired,"4,000 to below 4,500 <80>",2,7,6-10 kilometers,1000 and more,8,26,0.875,1,0,NA,NA,NA,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,3,3,3,3,3,NA,NA,NA,0.9857973990417522,50,40-49,Male,Niedersachsen,1,Married,Roman Catholic,13,Employee in low / medium position,"3,500 to below 4,000 <80>",2,7,Less than 3 kilometer,500 <96> 999,9,60,1,1,0.5,1,Scenario 1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,2,1,1,3,1,NA,NA,NA,0.9857973990417522,75,60 and older,Male,Niedersachsen,1,Married,"No, I don't feel close to any religion",13,Retired,"4,000 to below 4,500 <80>",2,7,6-10 kilometers,500 <96> 999,8,50,1,1,0,1,Scenario 1,2,3,1,4,3,3,3,3,3,3,3,3,3,3,4,4,3
4,2,1,1,4,1,2,4,4,0.9857973990417522,51,50-59,Male,Niedersachsen,1,"Single, without partner",Protestant,15,Self-employed / freelancer,No answer,1,4,6-10 kilometers,1000 and more,9,91,1,1,0,NA,NA,NA,3,3,4,4,3,3,4,4,4,3,4,3,3,4,4,4
2,1,1,1,1,2,NA,NA,NA,0.9857973990417522,61,60 and older,Female,Niedersachsen,1,Married,Protestant,13,Retired,"2,000 to below 2,500 <80>",2,7,6-10 kilometers,250 <96> 499,5,0,0.5,0,0,1,Scenario 1,2,2,2,3,2,3,2,3,3,2,2,2,2,3,3,3,3
4,2,2,2,2,2,2,2,7,0.9857973990417522,50,40-49,Male,Niedersachsen,1,Married,Roman Catholic,15,Employee in low / medium position,"3,500 to below 4,000 <80>",2,7,3-5 kilometers,1000 and more,8,30,1,0.6666666666666666,0.3333333333333333,NA,NA,NA,3,2,4,3,3,3,3,3,3,3,3,3,3,3,2,3
2,NA,1,1,1,1,NA,NA,NA,0.9857973990417522,32,30-39,Male,Niedersachsen,1,"With partner, living together","No, I don't feel close to any religion",21,Employee in low / medium position,"1,000 to below 1,500 <80>",4,2,Less than 3 kilometer,50 <96> 249,2,0,0.25,0,0,1,Scenario 2,2,2,2,2,1,3,1,3,2,2,2,2,1,1,3,1,3
2,1,1,1,2,1,NA,NA,NA,0.9857973990417522,26,18-29,Male,Niedersachsen,1,"With partner, living together","No, I don't feel close to any religion",18,"In schooling / vocational training, student","1,500 to below 2,000 <80>",3,7,Less than 3 kilometer,1000 and more,3,0,0.25,0,0,1,Scenario 1,2,3,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2
4,1,1,1,2,1,2,2,8,0.9857973990417522,28,18-29,Female,Niedersachsen,1,Married,Roman Catholic,21,Employee in high position,"4,000 to below 4,500 <80>",2,6,Less than 3 kilometer,250 <96> 499,5,0,0.25,0,0.16666666666666666,NA,NA,NA,2,2,3,1,2,2,3,3,3,2,3,2,3,4,2,4
4,1,1,1,1,1,1,1,9,0.9857973990417522,58,50-59,Female,Niedersachsen,1,Divorced / separated,"Christian, but not close to a particular religious community",13,Employee in low / medium position,"2,000 to below 2,500 <80>",2,6,Don't know,500 <96> 999,4,0,0.25,0,0,NA,NA,NA,1,1,1,1,2,2,2,1,2,2,2,1,1,4,3,2
4,2,2,2,2,2,3,3,6,0.9857973990417522,28,18-29,Male,Niedersachsen,1,"With partner, not living together","No, I don't feel close to any religion",18,Employee in high position,"2,000 to below 2,500 <80>",1,5,Don't know,250 <96> 499,5,0,0.875,1,0,NA,NA,NA,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
2,NA,4,4,1,4,NA,NA,NA,1.1038076481207943,42,40-49,Male,Niedersachsen,1,"Single, without partner",Protestant Free Church,12,Unskilled worker,"500 to below 1,000 <80>",1,1,Less than 3 kilometer,1000 and more,10,55,0.75,1,0.3333333333333333,1,Scenario 2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,1,1,1,1,1,2,2,8,1.1038076481207943,64,60 and older,Female,Niedersachsen,1,Married,Other Christian,12,Employee in high position,"2,500 to below 3,000 <80>",2,4,3-5 kilometers,500 <96> 999,2,0,1,0,0.5,NA,NA,NA,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4
2,3,3,1,1,1,NA,NA,NA,1.1038076481207943,26,18-29,Female,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",13,"In schooling / vocational training, student","500 to below 1,000 <80>",4,6,Don't know,50 <96> 249,2,0,0.5,1,0.16666666666666666,2,NA,NA,3,2,4,4,3,3,3,3,4,3,3,3,2,4,3,3
2,1,1,1,1,1,NA,NA,NA,1.1038076481207943,64,60 and older,Female,Niedersachsen,1,Married,"Christian, but not close to a particular religious community",12,Employee in low / medium position,"2,500 to below 3,000 <80>",2,6,3-5 kilometers,250 <96> 499,2,0,0.75,0,0.5,2,NA,NA,3,4,4,3,3,3,3,4,3,3,3,2,3,4,4,3
4,1,1,1,2,1,1,1,10,1.002488800398208,68,60 and older,Female,Niedersachsen,1,Married,Protestant,14,Retired,No answer,2,6,6-10 kilometers,50 <96> 249,5,0,0.25,0,0.3333333333333333,NA,NA,NA,3,2,4,3,2,3,3,4,2,3,2,4,1,3,1,1
4,1,3,2,2,2,1,3,7,1.002488800398208,50,40-49,Female,Niedersachsen,1,"Single, without partner",Protestant,11,Unskilled worker,"1,000 to below 1,500 <80>",1,2,Don't know,50 <96> 249,2,2,0.625,0.6666666666666666,0,NA,NA,NA,2,3,3,3,3,3,2,3,2,4,3,3,3,4,4,3
4,1,2,3,1,3,4,4,7,1.002488800398208,35,30-39,Male,Niedersachsen,1,Married,Protestant,15,Skilled worker,"2,500 to below 3,000 <80>",3,5,More than 50 kilometer,250 <96> 499,8,61,0.75,1,0.8333333333333334,NA,NA,NA,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4
4,1,1,1,1,1,2,2,2,1.0109140518417463,60,50-59,Male,Niedersachsen,1,Married,No answer,12,Retired,"1,500 to below 2,000 <80>",2,8,More than 50 kilometer,1 <96> 49,3,0,0.375,0,0,NA,NA,NA,2,3,3,2,2,2,2,3,2,2,2,2,3,2,2,2
4,2,2,2,4,2,2,3,8,0.9851282051282052,39,30-39,Female,Niedersachsen,1,Married,"No, I don't feel close to any religion",13,Permanently sick or disabled,"2,000 to below 2,500 <80>",2,7,11-20 kilometers,50 <96> 249,5,2,0.875,0.3333333333333333,0.16666666666666666,NA,NA,NA,4,3,4,3,3,4,3,2,4,4,3,3,2,4,4,2
